"site","year","TRT","class","count","clickr","site_year","tier1","tier2","tier3"
"113","2019","XSP","Montipora spp.",1,"JC","113_2019","calcifying","hard.coral","other.coral"
"113","2019","XSP","M. capitata",1,"JC","113_2019","calcifying","hard.coral","M.capitata"
"113","2019","XSP","M. capitata",3,"JC","113_2019","calcifying","hard.coral","M.capitata"
"113","2019","XSP","Peyssonnelia",22,"JC","113_2019","calcifying","calcifying.algae","other.calcifying.algae"
"113","2019","XSP","P. damicornis",10,"JC","113_2019","calcifying","hard.coral","P.damicornis"
"113","2019","XSP","Pocillopora spp.",1,"JC","113_2019","calcifying","hard.coral","other.coral"
"113","2019","XSP","Turf",109,"JC","113_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2019","BYSP","A. acuminata",39,"JC","115_2019","calcifying","hard.coral","A.acuminata"
"115","2019","BYSP","Caulerpa",3,"JC","115_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2019","BYSP","CCA",90,"JC","115_2019","calcifying","calcifying.algae","CCA"
"115","2019","BYSP","CCA",6,"JC","115_2019","calcifying","calcifying.algae","CCA"
"115","2019","BYSP","Lobophora",5,"JC","115_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2019","BYSP","M. capitata",5,"JC","115_2019","calcifying","hard.coral","M.capitata"
"115","2019","BYSP","Peyssonnelia",9,"JC","115_2019","calcifying","calcifying.algae","other.calcifying.algae"
"115","2019","BYSP","P. damicornis",11,"JC","115_2019","calcifying","hard.coral","P.damicornis"
"115","2019","BYSP","Pocillopora spp.",1,"JC","115_2019","calcifying","hard.coral","other.coral"
"115","2019","BYSP","Turf",119,"JC","115_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2019","RAN","A. acuminata",24,"JC","117_2019","calcifying","hard.coral","A.acuminata"
"117","2019","RAN","Caulerpa",6,"JC","117_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2019","RAN","CCA",96,"JC","117_2019","calcifying","calcifying.algae","CCA"
"117","2019","RAN","CCA",1,"JC","117_2019","calcifying","calcifying.algae","CCA"
"117","2019","RAN","Corallimorph",1,"JC","117_2019","noncalcifying","Corallimorph","Corallimorph"
"117","2019","RAN","Lobophora",1,"JC","117_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2019","RAN","M. capitata",6,"JC","117_2019","calcifying","hard.coral","M.capitata"
"117","2019","RAN","M. capitata",1,"JC","117_2019","calcifying","hard.coral","M.capitata"
"117","2019","RAN","Peyssonnelia",24,"JC","117_2019","calcifying","calcifying.algae","other.calcifying.algae"
"117","2019","RAN","P. damicornis",6,"JC","117_2019","calcifying","hard.coral","P.damicornis"
"117","2019","RAN","Pocillopora spp.",1,"JC","117_2019","calcifying","hard.coral","other.coral"
"117","2019","RAN","Turf",81,"JC","117_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2019","CON","Caulerpa",14,"JC","119_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2019","CON","CCA",107,"JC","119_2019","calcifying","calcifying.algae","CCA"
"119","2019","CON","CCA",6,"JC","119_2019","calcifying","calcifying.algae","CCA"
"119","2019","CON","Corallimorph",1,"JC","119_2019","noncalcifying","Corallimorph","Corallimorph"
"119","2019","CON","Galaxaura",1,"JC","119_2019","calcifying","calcifying.algae","other.calcifying.algae"
"119","2019","CON","Halimeda",1,"JC","119_2019","calcifying","calcifying.algae","other.calcifying.algae"
"119","2019","CON","Lobophora",19,"JC","119_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2019","CON","Peyssonnelia",15,"JC","119_2019","calcifying","calcifying.algae","other.calcifying.algae"
"119","2019","CON","P. damicornis",1,"JC","119_2019","calcifying","hard.coral","P.damicornis"
"119","2019","CON","Pocillopora spp.",6,"JC","119_2019","calcifying","hard.coral","other.coral"
"119","2019","CON","Porites massive",14,"JC","119_2019","calcifying","hard.coral","other.coral"
"119","2019","CON","Turf",215,"JC","119_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2019","CON","Caulerpa",6,"JC","121_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2019","CON","CCA",134,"JC","121_2019","calcifying","calcifying.algae","CCA"
"121","2019","CON","CCA",5,"JC","121_2019","calcifying","calcifying.algae","CCA"
"121","2019","CON","Lobophora",22,"JC","121_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2019","CON","Peyssonnelia",14,"JC","121_2019","calcifying","calcifying.algae","other.calcifying.algae"
"121","2019","CON","P. damicornis",2,"JC","121_2019","calcifying","hard.coral","P.damicornis"
"121","2019","CON","Pocillopora spp.",1,"JC","121_2019","calcifying","hard.coral","other.coral"
"121","2019","CON","Turf",122,"JC","121_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2019","XSP","A. acuminata",52,"JC","123_2019","calcifying","hard.coral","A.acuminata"
"123","2019","XSP","Caulerpa",8,"JC","123_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2019","XSP","CCA",19,"JC","123_2019","calcifying","calcifying.algae","CCA"
"123","2019","XSP","CCA",3,"JC","123_2019","calcifying","calcifying.algae","CCA"
"123","2019","XSP","Corallimorph",1,"JC","123_2019","noncalcifying","Corallimorph","Corallimorph"
"123","2019","XSP","Lobophora",16,"JC","123_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2019","XSP","Montipora spp.",1,"JC","123_2019","calcifying","hard.coral","other.coral"
"123","2019","XSP","M. capitata",2,"JC","123_2019","calcifying","hard.coral","M.capitata"
"123","2019","XSP","M. capitata",2,"JC","123_2019","calcifying","hard.coral","M.capitata"
"123","2019","XSP","Peyssonnelia",2,"JC","123_2019","calcifying","calcifying.algae","other.calcifying.algae"
"123","2019","XSP","P. damicornis",4,"JC","123_2019","calcifying","hard.coral","P.damicornis"
"123","2019","XSP","Pocillopora spp.",2,"JC","123_2019","calcifying","hard.coral","other.coral"
"123","2019","XSP","Red_calc_mac",2,"JC","123_2019","calcifying","calcifying.algae","other.calcifying.algae"
"123","2019","XSP","Turf",171,"JC","123_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2019","CON","Caulerpa",3,"JC","125_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2019","CON","CCA",135,"JC","125_2019","calcifying","calcifying.algae","CCA"
"125","2019","CON","CCA",5,"JC","125_2019","calcifying","calcifying.algae","CCA"
"125","2019","CON","Corallimorph",1,"JC","125_2019","noncalcifying","Corallimorph","Corallimorph"
"125","2019","CON","Fungia",2,"JC","125_2019","calcifying","hard.coral","other.coral"
"125","2019","CON","Lobophora",23,"JC","125_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2019","CON","Peyssonnelia",31,"JC","125_2019","calcifying","calcifying.algae","other.calcifying.algae"
"125","2019","CON","P. damicornis",1,"JC","125_2019","calcifying","hard.coral","P.damicornis"
"125","2019","CON","Pocillopora spp.",2,"JC","125_2019","calcifying","hard.coral","other.coral"
"125","2019","CON","Red_calc_mac",4,"JC","125_2019","calcifying","calcifying.algae","other.calcifying.algae"
"125","2019","CON","Turf",109,"JC","125_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2019","BYSP","A. acuminata",25,"JC","127_2019","calcifying","hard.coral","A.acuminata"
"127","2019","BYSP","Caulerpa",6,"JC","127_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2019","BYSP","CCA",117,"JC","127_2019","calcifying","calcifying.algae","CCA"
"127","2019","BYSP","CCA",9,"JC","127_2019","calcifying","calcifying.algae","CCA"
"127","2019","BYSP","Corallimorph",8,"JC","127_2019","noncalcifying","Corallimorph","Corallimorph"
"127","2019","BYSP","Lobophora",2,"JC","127_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2019","BYSP","M. capitata",5,"JC","127_2019","calcifying","hard.coral","M.capitata"
"127","2019","BYSP","Peyssonnelia",25,"JC","127_2019","calcifying","calcifying.algae","other.calcifying.algae"
"127","2019","BYSP","P. damicornis",13,"JC","127_2019","calcifying","hard.coral","P.damicornis"
"127","2019","BYSP","Pocillopora spp.",5,"JC","127_2019","calcifying","hard.coral","other.coral"
"127","2019","BYSP","Turf",89,"JC","127_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2019","REM","Caulerpa",1,"JC","129_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2019","REM","CCA",142,"JC","129_2019","calcifying","calcifying.algae","CCA"
"129","2019","REM","CCA",6,"JC","129_2019","calcifying","calcifying.algae","CCA"
"129","2019","REM","Corallimorph",1,"JC","129_2019","noncalcifying","Corallimorph","Corallimorph"
"129","2019","REM","Galaxaura",1,"JC","129_2019","calcifying","calcifying.algae","other.calcifying.algae"
"129","2019","REM","Lobophora",18,"JC","129_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2019","REM","Peyssonnelia",30,"JC","129_2019","calcifying","calcifying.algae","other.calcifying.algae"
"129","2019","REM","P. damicornis",1,"JC","129_2019","calcifying","hard.coral","P.damicornis"
"129","2019","REM","Pocillopora spp.",6,"JC","129_2019","calcifying","hard.coral","other.coral"
"129","2019","REM","Turf",123,"JC","129_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
