"site","year","TRT","class","count","clickr","site_year","tier1","tier2","tier3"
"123","1709","XSP","P. damicornis",5,"CA","123_1709","calcifying","hard.coral","P.damicornis"
"127","1709","BYSP","P. damicornis",3,"CA","127_1709","calcifying","hard.coral","P.damicornis"
"129","1709","REM","P. damicornis",2,"CA","129_1709","calcifying","hard.coral","P.damicornis"
"101","1809","REM","P. damicornis",10,"CA","101_1809","calcifying","hard.coral","P.damicornis"
"103","1809","RAN","P. damicornis",6,"CA","103_1809","calcifying","hard.coral","P.damicornis"
"105","1809","BYSP","P. damicornis",6,"CA","105_1809","calcifying","hard.coral","P.damicornis"
"107","1809","XSP","P. damicornis",12,"CA","107_1809","calcifying","hard.coral","P.damicornis"
"109","1809","RAN","P. damicornis",6,"CA","109_1809","calcifying","hard.coral","P.damicornis"
"111","1809","REM","P. damicornis",3,"CA","111_1809","calcifying","hard.coral","P.damicornis"
"113","1809","XSP","P. damicornis",7,"CA","113_1809","calcifying","hard.coral","P.damicornis"
"115","1809","BYSP","P. damicornis",7,"CA","115_1809","calcifying","hard.coral","P.damicornis"
"117","1809","RAN","P. damicornis",11,"CA","117_1809","calcifying","hard.coral","P.damicornis"
"121","1809","CON","P. damicornis",4,"CA","121_1809","calcifying","hard.coral","P.damicornis"
"123","1809","XSP","P. damicornis",5,"CA","123_1809","calcifying","hard.coral","P.damicornis"
"127","1809","BYSP","P. damicornis",11,"CA","127_1809","calcifying","hard.coral","P.damicornis"
"129","1809","REM","P. damicornis",5,"CA","129_1809","calcifying","hard.coral","P.damicornis"
"107","1409","XSP","Pocillopora spp.",1,"CA","107_1409","calcifying","hard.coral","other.coral"
"119","1809","CON","Pocillopora spp.",1,"CA","119_1809","calcifying","hard.coral","other.coral"
"119","1409","CON","Porites massive",4,"CA","119_1409","calcifying","hard.coral","other.coral"
"119","1509","CON","Porites massive",5,"CA","119_1509","calcifying","hard.coral","other.coral"
"119","1510","CON","Porites massive",5,"CA","119_1510","calcifying","hard.coral","other.coral"
"119","1606","CON","Porites massive",6,"CA","119_1606","calcifying","hard.coral","other.coral"
"119","1609","CON","Porites massive",4,"CA","119_1609","calcifying","hard.coral","other.coral"
"119","1709","CON","Porites massive",6,"CA","119_1709","calcifying","hard.coral","other.coral"
"119","1809","CON","Porites massive",6,"CA","119_1809","calcifying","hard.coral","other.coral"
"107","1409","XSP","Psammocora spp.",1,"CA","107_1409","calcifying","hard.coral","other.coral"
"103","1709","RAN","Psammocora spp.",1,"CA","103_1709","calcifying","hard.coral","other.coral"
"103","1809","RAN","Psammocora spp.",1,"CA","103_1809","calcifying","hard.coral","other.coral"
"101","1408","REM","Turf",49,"CA","101_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1408","RAN","Turf",63,"CA","103_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1408","BYSP","Turf",75,"CA","105_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1408","XSP","Turf",56,"CA","107_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1408","RAN","Turf",20,"CA","109_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1408","REM","Turf",23,"CA","111_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1408","XSP","Turf",52,"CA","113_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1408","BYSP","Turf",39,"CA","115_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1408","RAN","Turf",81,"CA","117_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1408","XSP","Turf",59,"CA","123_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1408","BYSP","Turf",52,"CA","127_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1408","REM","Turf",17,"CA","129_1408","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1409","REM","Turf",1,"CA","101_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1409","BYSP","Turf",2,"CA","105_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1409","XSP","Turf",4,"CA","107_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1409","CON","Turf",15,"CA","119_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1409","CON","Turf",46,"CA","121_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1409","CON","Turf",17,"CA","125_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1509","REM","Turf",198,"CA","101_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1509","RAN","Turf",222,"CA","103_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1509","BYSP","Turf",233,"CA","105_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1509","XSP","Turf",190,"CA","107_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1509","RAN","Turf",203,"CA","109_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1509","REM","Turf",148,"CA","111_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1509","XSP","Turf",188,"CA","113_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1509","BYSP","Turf",175,"CA","115_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1509","RAN","Turf",181,"CA","117_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1509","CON","Turf",205,"CA","119_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1509","CON","Turf",159,"CA","121_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1509","XSP","Turf",231,"CA","123_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1509","CON","Turf",83,"CA","125_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1509","BYSP","Turf",176,"CA","127_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1509","REM","Turf",118,"CA","129_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1510","REM","Turf",222,"CA","101_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1510","RAN","Turf",269,"CA","103_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1510","BYSP","Turf",244,"CA","105_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1510","XSP","Turf",232,"CA","107_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1510","RAN","Turf",220,"CA","109_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1510","REM","Turf",162,"CA","111_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1510","XSP","Turf",208,"CA","113_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1510","BYSP","Turf",235,"CA","115_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1510","RAN","Turf",219,"CA","117_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1510","CON","Turf",205,"CA","119_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1510","CON","Turf",159,"CA","121_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1510","XSP","Turf",250,"CA","123_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1510","CON","Turf",83,"CA","125_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1510","BYSP","Turf",196,"CA","127_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1510","REM","Turf",148,"CA","129_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1606","REM","Turf",234,"CA","101_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1606","RAN","Turf",273,"CA","103_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1606","BYSP","Turf",268,"CA","105_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1606","XSP","Turf",240,"CA","107_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1606","RAN","Turf",241,"CA","109_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1606","REM","Turf",160,"CA","111_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1606","XSP","Turf",235,"CA","113_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1606","BYSP","Turf",204,"CA","115_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1606","RAN","Turf",215,"CA","117_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1606","CON","Turf",203,"CA","119_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1606","CON","Turf",183,"CA","121_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1606","XSP","Turf",222,"CA","123_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1606","CON","Turf",129,"CA","125_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1606","BYSP","Turf",174,"CA","127_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1606","REM","Turf",148,"CA","129_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1609","REM","Turf",237,"CA","101_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1609","RAN","Turf",285,"CA","103_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1609","BYSP","Turf",256,"CA","105_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1609","XSP","Turf",219,"CA","107_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1609","RAN","Turf",179,"CA","109_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1609","REM","Turf",160,"CA","111_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1609","XSP","Turf",219,"CA","113_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1609","BYSP","Turf",185,"CA","115_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1609","RAN","Turf",207,"CA","117_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1609","CON","Turf",239,"CA","119_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1609","CON","Turf",248,"CA","121_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1609","XSP","Turf",242,"CA","123_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1609","CON","Turf",146,"CA","125_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1609","BYSP","Turf",184,"CA","127_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1609","REM","Turf",137,"CA","129_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1709","REM","Turf",107,"CA","101_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1709","RAN","Turf",157,"CA","103_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1709","BYSP","Turf",166,"CA","105_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1709","XSP","Turf",149,"CA","107_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1709","RAN","Turf",191,"CA","109_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1709","REM","Turf",102,"CA","111_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1709","XSP","Turf",159,"CA","113_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1709","BYSP","Turf",159,"CA","115_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1709","RAN","Turf",160,"CA","117_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1709","CON","Turf",164,"CA","119_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1709","CON","Turf",120,"CA","121_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1709","XSP","Turf",208,"CA","123_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1709","CON","Turf",139,"CA","125_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1709","BYSP","Turf",145,"CA","127_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1709","REM","Turf",126,"CA","129_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1809","REM","Turf",190,"CA","101_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1809","RAN","Turf",177,"CA","103_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1809","BYSP","Turf",197,"CA","105_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1809","XSP","Turf",172,"CA","107_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1809","RAN","Turf",195,"CA","109_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1809","REM","Turf",182,"CA","111_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1809","XSP","Turf",188,"CA","113_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1809","BYSP","Turf",185,"CA","115_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1809","RAN","Turf",205,"CA","117_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1809","CON","Turf",173,"CA","119_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1809","CON","Turf",179,"CA","121_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1809","XSP","Turf",216,"CA","123_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1809","CON","Turf",208,"CA","125_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1809","BYSP","Turf",177,"CA","127_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1809","REM","Turf",222,"CA","129_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1408","BYSP","Red_calc_mac",1,"CA","105_1408","calcifying","calcifying.algae","other.calcifying.algae"
"113","1408","XSP","Red_calc_mac",1,"CA","113_1408","calcifying","calcifying.algae","other.calcifying.algae"
"117","1408","RAN","Red_calc_mac",3,"CA","117_1408","calcifying","calcifying.algae","other.calcifying.algae"
"101","1509","REM","Red_calc_mac",5,"CA","101_1509","calcifying","calcifying.algae","other.calcifying.algae"
"103","1509","RAN","Red_calc_mac",1,"CA","103_1509","calcifying","calcifying.algae","other.calcifying.algae"
"105","1509","BYSP","Red_calc_mac",4,"CA","105_1509","calcifying","calcifying.algae","other.calcifying.algae"
"107","1509","XSP","Red_calc_mac",4,"CA","107_1509","calcifying","calcifying.algae","other.calcifying.algae"
"111","1509","REM","Red_calc_mac",2,"CA","111_1509","calcifying","calcifying.algae","other.calcifying.algae"
"117","1509","RAN","Red_calc_mac",2,"CA","117_1509","calcifying","calcifying.algae","other.calcifying.algae"
"119","1509","CON","Red_calc_mac",25,"CA","119_1509","calcifying","calcifying.algae","other.calcifying.algae"
"121","1509","CON","Red_calc_mac",4,"CA","121_1509","calcifying","calcifying.algae","other.calcifying.algae"
"123","1509","XSP","Red_calc_mac",4,"CA","123_1509","calcifying","calcifying.algae","other.calcifying.algae"
"125","1509","CON","Red_calc_mac",1,"CA","125_1509","calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Red_calc_mac",1,"CA","129_1509","calcifying","calcifying.algae","other.calcifying.algae"
"103","1510","RAN","Red_calc_mac",2,"CA","103_1510","calcifying","calcifying.algae","other.calcifying.algae"
"105","1510","BYSP","Red_calc_mac",1,"CA","105_1510","calcifying","calcifying.algae","other.calcifying.algae"
"111","1510","REM","Red_calc_mac",5,"CA","111_1510","calcifying","calcifying.algae","other.calcifying.algae"
"113","1510","XSP","Red_calc_mac",1,"CA","113_1510","calcifying","calcifying.algae","other.calcifying.algae"
"117","1510","RAN","Red_calc_mac",4,"CA","117_1510","calcifying","calcifying.algae","other.calcifying.algae"
"119","1510","CON","Red_calc_mac",25,"CA","119_1510","calcifying","calcifying.algae","other.calcifying.algae"
"121","1510","CON","Red_calc_mac",4,"CA","121_1510","calcifying","calcifying.algae","other.calcifying.algae"
"123","1510","XSP","Red_calc_mac",1,"CA","123_1510","calcifying","calcifying.algae","other.calcifying.algae"
"125","1510","CON","Red_calc_mac",1,"CA","125_1510","calcifying","calcifying.algae","other.calcifying.algae"
"129","1510","REM","Red_calc_mac",1,"CA","129_1510","calcifying","calcifying.algae","other.calcifying.algae"
"101","1606","REM","Red_calc_mac",5,"CA","101_1606","calcifying","calcifying.algae","other.calcifying.algae"
"103","1606","RAN","Red_calc_mac",7,"CA","103_1606","calcifying","calcifying.algae","other.calcifying.algae"
"105","1606","BYSP","Red_calc_mac",2,"CA","105_1606","calcifying","calcifying.algae","other.calcifying.algae"
"107","1606","XSP","Red_calc_mac",7,"CA","107_1606","calcifying","calcifying.algae","other.calcifying.algae"
"111","1606","REM","Red_calc_mac",1,"CA","111_1606","calcifying","calcifying.algae","other.calcifying.algae"
"117","1606","RAN","Red_calc_mac",7,"CA","117_1606","calcifying","calcifying.algae","other.calcifying.algae"
"119","1606","CON","Red_calc_mac",25,"CA","119_1606","calcifying","calcifying.algae","other.calcifying.algae"
"121","1606","CON","Red_calc_mac",15,"CA","121_1606","calcifying","calcifying.algae","other.calcifying.algae"
"123","1606","XSP","Red_calc_mac",14,"CA","123_1606","calcifying","calcifying.algae","other.calcifying.algae"
"125","1606","CON","Red_calc_mac",15,"CA","125_1606","calcifying","calcifying.algae","other.calcifying.algae"
"101","1609","REM","Red_calc_mac",3,"CA","101_1609","calcifying","calcifying.algae","other.calcifying.algae"
"103","1609","RAN","Red_calc_mac",7,"CA","103_1609","calcifying","calcifying.algae","other.calcifying.algae"
"105","1609","BYSP","Red_calc_mac",1,"CA","105_1609","calcifying","calcifying.algae","other.calcifying.algae"
"107","1609","XSP","Red_calc_mac",3,"CA","107_1609","calcifying","calcifying.algae","other.calcifying.algae"
"111","1609","REM","Red_calc_mac",1,"CA","111_1609","calcifying","calcifying.algae","other.calcifying.algae"
"113","1609","XSP","Red_calc_mac",3,"CA","113_1609","calcifying","calcifying.algae","other.calcifying.algae"
"117","1609","RAN","Red_calc_mac",4,"CA","117_1609","calcifying","calcifying.algae","other.calcifying.algae"
"119","1609","CON","Red_calc_mac",22,"CA","119_1609","calcifying","calcifying.algae","other.calcifying.algae"
"121","1609","CON","Red_calc_mac",7,"CA","121_1609","calcifying","calcifying.algae","other.calcifying.algae"
"123","1609","XSP","Red_calc_mac",12,"CA","123_1609","calcifying","calcifying.algae","other.calcifying.algae"
"125","1609","CON","Red_calc_mac",12,"CA","125_1609","calcifying","calcifying.algae","other.calcifying.algae"
"129","1609","REM","Red_calc_mac",1,"CA","129_1609","calcifying","calcifying.algae","other.calcifying.algae"
"119","1709","CON","Red_calc_mac",1,"CA","119_1709","calcifying","calcifying.algae","other.calcifying.algae"
"123","1709","XSP","Red_calc_mac",1,"CA","123_1709","calcifying","calcifying.algae","other.calcifying.algae"
"125","1709","CON","Red_calc_mac",1,"CA","125_1709","calcifying","calcifying.algae","other.calcifying.algae"
"107","1409","XSP","Dictyota",1,"CA","107_1409","calcifying","calcifying.algae","other.calcifying.algae"
"113","1509","XSP","Dictyota",1,"CA","113_1509","calcifying","calcifying.algae","other.calcifying.algae"
"121","1509","CON","Dictyota",1,"CA","121_1509","calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Dictyota",4,"CA","129_1509","calcifying","calcifying.algae","other.calcifying.algae"
"121","1510","CON","Dictyota",1,"CA","121_1510","calcifying","calcifying.algae","other.calcifying.algae"
"129","1510","REM","Dictyota",1,"CA","129_1510","calcifying","calcifying.algae","other.calcifying.algae"
"105","1408","BYSP","Galaxaura",3,"CA","105_1408","calcifying","calcifying.algae","other.calcifying.algae"
"103","1509","RAN","Galaxaura",3,"CA","103_1509","calcifying","calcifying.algae","other.calcifying.algae"
"105","1509","BYSP","Galaxaura",4,"CA","105_1509","calcifying","calcifying.algae","other.calcifying.algae"
"107","1509","XSP","Galaxaura",2,"CA","107_1509","calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Galaxaura",3,"CA","129_1509","calcifying","calcifying.algae","other.calcifying.algae"
"105","1510","BYSP","Galaxaura",1,"CA","105_1510","calcifying","calcifying.algae","other.calcifying.algae"
"107","1510","XSP","Galaxaura",2,"CA","107_1510","calcifying","calcifying.algae","other.calcifying.algae"
"129","1510","REM","Galaxaura",1,"CA","129_1510","calcifying","calcifying.algae","other.calcifying.algae"
"107","1606","XSP","Galaxaura",1,"CA","107_1606","calcifying","calcifying.algae","other.calcifying.algae"
"117","1606","RAN","Galaxaura",1,"CA","117_1606","calcifying","calcifying.algae","other.calcifying.algae"
"127","1606","BYSP","Galaxaura",1,"CA","127_1606","calcifying","calcifying.algae","other.calcifying.algae"
"101","1609","REM","Galaxaura",1,"CA","101_1609","calcifying","calcifying.algae","other.calcifying.algae"
"103","1609","RAN","Galaxaura",1,"CA","103_1609","calcifying","calcifying.algae","other.calcifying.algae"
"105","1609","BYSP","Galaxaura",2,"CA","105_1609","calcifying","calcifying.algae","other.calcifying.algae"
"107","1609","XSP","Galaxaura",2,"CA","107_1609","calcifying","calcifying.algae","other.calcifying.algae"
"113","1609","XSP","Galaxaura",1,"CA","113_1609","calcifying","calcifying.algae","other.calcifying.algae"
"117","1609","RAN","Galaxaura",1,"CA","117_1609","calcifying","calcifying.algae","other.calcifying.algae"
"129","1609","REM","Galaxaura",1,"CA","129_1609","calcifying","calcifying.algae","other.calcifying.algae"
"103","1709","RAN","Galaxaura",6,"CA","103_1709","calcifying","calcifying.algae","other.calcifying.algae"
"105","1709","BYSP","Galaxaura",10,"CA","105_1709","calcifying","calcifying.algae","other.calcifying.algae"
"107","1709","XSP","Galaxaura",1,"CA","107_1709","calcifying","calcifying.algae","other.calcifying.algae"
"113","1709","XSP","Galaxaura",1,"CA","113_1709","calcifying","calcifying.algae","other.calcifying.algae"
"117","1709","RAN","Galaxaura",4,"CA","117_1709","calcifying","calcifying.algae","other.calcifying.algae"
"123","1709","XSP","Galaxaura",1,"CA","123_1709","calcifying","calcifying.algae","other.calcifying.algae"
"125","1709","CON","Galaxaura",4,"CA","125_1709","calcifying","calcifying.algae","other.calcifying.algae"
"127","1709","BYSP","Galaxaura",2,"CA","127_1709","calcifying","calcifying.algae","other.calcifying.algae"
"101","1408","REM","Halimeda",1,"CA","101_1408","calcifying","calcifying.algae","other.calcifying.algae"
"101","1409","REM","Halimeda",1,"CA","101_1409","calcifying","calcifying.algae","other.calcifying.algae"
"111","1709","REM","Halimeda",1,"CA","111_1709","calcifying","calcifying.algae","other.calcifying.algae"
"121","1709","CON","Halimeda",1,"CA","121_1709","calcifying","calcifying.algae","other.calcifying.algae"
"101","1408","REM","Limestone",3,"CA","101_1408","nonbiological","nonbiological","nonbiological"
"105","1408","BYSP","Limestone",7,"CA","105_1408","nonbiological","nonbiological","nonbiological"
"109","1408","RAN","Limestone",4,"CA","109_1408","nonbiological","nonbiological","nonbiological"
"111","1408","REM","Limestone",9,"CA","111_1408","nonbiological","nonbiological","nonbiological"
"113","1408","XSP","Limestone",2,"CA","113_1408","nonbiological","nonbiological","nonbiological"
"115","1408","BYSP","Limestone",4,"CA","115_1408","nonbiological","nonbiological","nonbiological"
"117","1408","RAN","Limestone",6,"CA","117_1408","nonbiological","nonbiological","nonbiological"
"123","1408","XSP","Limestone",7,"CA","123_1408","nonbiological","nonbiological","nonbiological"
"127","1408","BYSP","Limestone",3,"CA","127_1408","nonbiological","nonbiological","nonbiological"
"129","1408","REM","Limestone",1,"CA","129_1408","nonbiological","nonbiological","nonbiological"
"101","1409","REM","Limestone",238,"CA","101_1409","nonbiological","nonbiological","nonbiological"
"103","1409","RAN","Limestone",221,"CA","103_1409","nonbiological","nonbiological","nonbiological"
"105","1409","BYSP","Limestone",233,"CA","105_1409","nonbiological","nonbiological","nonbiological"
"107","1409","XSP","Limestone",223,"CA","107_1409","nonbiological","nonbiological","nonbiological"
"109","1409","RAN","Limestone",240,"CA","109_1409","nonbiological","nonbiological","nonbiological"
"111","1409","REM","Limestone",235,"CA","111_1409","nonbiological","nonbiological","nonbiological"
"113","1409","XSP","Limestone",258,"CA","113_1409","nonbiological","nonbiological","nonbiological"
"115","1409","BYSP","Limestone",254,"CA","115_1409","nonbiological","nonbiological","nonbiological"
"117","1409","RAN","Limestone",250,"CA","117_1409","nonbiological","nonbiological","nonbiological"
"119","1409","CON","Limestone",18,"CA","119_1409","nonbiological","nonbiological","nonbiological"
"121","1409","CON","Limestone",18,"CA","121_1409","nonbiological","nonbiological","nonbiological"
"123","1409","XSP","Limestone",252,"CA","123_1409","nonbiological","nonbiological","nonbiological"
"125","1409","CON","Limestone",3,"CA","125_1409","nonbiological","nonbiological","nonbiological"
"127","1409","BYSP","Limestone",246,"CA","127_1409","nonbiological","nonbiological","nonbiological"
"129","1409","REM","Limestone",255,"CA","129_1409","nonbiological","nonbiological","nonbiological"
"101","1509","REM","Limestone",17,"CA","101_1509","nonbiological","nonbiological","nonbiological"
"105","1509","BYSP","Limestone",3,"CA","105_1509","nonbiological","nonbiological","nonbiological"
"121","1509","CON","Limestone",1,"CA","121_1509","nonbiological","nonbiological","nonbiological"
"101","1510","REM","Limestone",4,"CA","101_1510","nonbiological","nonbiological","nonbiological"
"103","1510","RAN","Limestone",1,"CA","103_1510","nonbiological","nonbiological","nonbiological"
"105","1510","BYSP","Limestone",1,"CA","105_1510","nonbiological","nonbiological","nonbiological"
"109","1510","RAN","Limestone",1,"CA","109_1510","nonbiological","nonbiological","nonbiological"
"121","1510","CON","Limestone",1,"CA","121_1510","nonbiological","nonbiological","nonbiological"
"129","1510","REM","Limestone",2,"CA","129_1510","nonbiological","nonbiological","nonbiological"
"105","1606","BYSP","Limestone",2,"CA","105_1606","nonbiological","nonbiological","nonbiological"
"107","1606","XSP","Limestone",1,"CA","107_1606","nonbiological","nonbiological","nonbiological"
"105","1609","BYSP","Limestone",1,"CA","105_1609","nonbiological","nonbiological","nonbiological"
"115","1609","BYSP","Limestone",1,"CA","115_1609","nonbiological","nonbiological","nonbiological"
"125","1609","CON","Limestone",1,"CA","125_1609","nonbiological","nonbiological","nonbiological"
"101","1709","REM","Limestone",7,"CA","101_1709","nonbiological","nonbiological","nonbiological"
"105","1709","BYSP","Limestone",1,"CA","105_1709","nonbiological","nonbiological","nonbiological"
"107","1709","XSP","Limestone",1,"CA","107_1709","nonbiological","nonbiological","nonbiological"
"129","1709","REM","Limestone",1,"CA","129_1709","nonbiological","nonbiological","nonbiological"
"107","1409","XSP","Lobophora",1,"CA","107_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1509","REM","Lobophora",4,"CA","101_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1509","BYSP","Lobophora",1,"CA","105_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1509","REM","Lobophora",4,"CA","111_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1509","RAN","Lobophora",3,"CA","117_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1509","CON","Lobophora",1,"CA","121_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1509","REM","Lobophora",1,"CA","129_1509","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1510","REM","Lobophora",1,"CA","101_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1510","RAN","Lobophora",1,"CA","103_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1510","REM","Lobophora",1,"CA","111_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1510","RAN","Lobophora",1,"CA","117_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1510","CON","Lobophora",1,"CA","121_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1510","REM","Lobophora",1,"CA","129_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1606","REM","Lobophora",3,"CA","101_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
